ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija
AMBROŽ POD KRVAVCEM,Prodaja,Hiša,Samostojna,2013,570.0,140.0,170000.0,Novi list d.o.o.
AMBROŽ POD KRVAVCEM,Prodaja,Hiša,Samostojna,2015,1100.0,212.0,350000.0,Bidom d.o.o.
"AMBROŽ POD KRVAVCEM, BLIŽINA SMUČIŠČA",Prodaja,Vikend,Bivalen,1980,325.0,100.0,199000.0,"Rebernik nepremičnine, Samo Rebernik s.p."
"AMBROŽ POD KRVAVCEM, DOM NA KRIŠKI PLANINI",Prodaja,Stanovanje,Apartma,1988,,23.2,52000.0,Loka nepremičnine d.o.o.
"AMBROŽ POD KRVAVCEM, DOM NA KRVAVCU",Prodaja,Stanovanje,Apartma,1980,,44.9,110000.0,Zasebna ponudba
"AMBROŽ POD KRVAVCEM, KRVAVEC",Prodaja,Počitniški objekt,Koča,1959,130.0,10.0,98000.0,Koncepti d.o.o.
"AMBROŽ POD KRVAVCEM, KRVAVEC",Prodaja,Počitniški objekt,Apartma,1980,,30.5,62500.0,Zasebna ponudba
"AMBROŽ POD KRVAVCEM, KRVAVEC - NA SMUČIŠČU",Prodaja,Stanovanje,trisobno,2010,,60.0,122000.0,"Komfort skupina d.o.o., nepremičnine"
"AMBROŽ POD KRVAVCEM, TIK OB SMUČIŠČU KRVAVEC",Prodaja,Vikend,Bivalen,1980,325.0,100.0,199000.0,MP PROJEKT d.o.o.
ANDRAŽ NAD POLZELO,Prodaja,Hiša,Samostojna,1955,1800.0,94.8,177770.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"ANDRAŽ NAD POLZELO, POLZELA",Prodaja,Hiša,Samostojna,1989,584.0,76.7,83700.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
ANDREJCI,Prodaja,Hiša,Samostojna,1971,18338.0,140.3,39900.0,FISA nepremičnine d.o.o.
"ANDREJCI, 5 KM VOŽNJE DO MORAVSKIH TOPLIC",Prodaja,Vikend,Bivalen,1990,3000.0,100.0,80000.0,Zasebna ponudba
ANDRENCI,Prodaja,Hiša,Samostojna,1962,14025.0,65.2,70000.0,"C-nep agencija, d.o.o."
ANDRENCI,Prodaja,Hiša,Samostojna,1890,4849.0,119.8,28000.0,"C-nep agencija, d.o.o."
ANDRENCI,Prodaja,Hiša,Samostojna,1907,,6611.0,29500.0,Atrium nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,dvosobno,1976,,40.3,129000.0,Dodoma d.o.o.
ANKARAN,Prodaja,Poslovni prostor,Ordinacija,1995,,46.0,88000.0,Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,Drugo,2009,,64.9,225000.0,Vila Portorož d.o.o.
ANKARAN,Prodaja,Poslovni prostor,Drugo,1995,,69.4,140000.0,Fin dom d.o.o.
ANKARAN,Prodaja,Poslovni prostor,Prostor za storitve,1995,,69.6,130000.0,Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,trisobno,1985,,76.0,176000.0,Zasebna ponudba
ANKARAN,Prodaja,Stanovanje,trisobno,1985,,79.2,176000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
ANKARAN,Prodaja,Stanovanje,štirisobno,1984,,94.7,220000.0,Adria nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,trisobno,2007,,106.7,365000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
ANKARAN,Prodaja,Poslovni prostor,Prostor za storitve,1995,,116.0,218000.0,Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,triinpolsobno,1972,,122.9,249000.0,LJUBLJANA NEPREMIČNINE d.o.o.
ANKARAN,Prodaja,Stanovanje,dvosobno,2000,,125.5,210000.0,Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,Vrstna,2012,522.0,150.0,165000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
ANKARAN,Prodaja,Hiša,Samostojna,1820,844.0,160.0,450000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
ANKARAN,Prodaja,Hiša,Samostojna,1820,844.0,160.0,399000.0,HABIT d.o.o.
ANKARAN,Prodaja,Stanovanje,štirisobno,2000,,166.7,300000.0,Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,petsobno,2000,,171.6,290000.0,Veda nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,Samostojna,1800,844.0,174.0,415000.0,Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,Samostojna,1800,844.0,174.4,450000.0,Mezanin nepremičnine d.o.o.
ANKARAN,Prodaja,Hiša,Vrstna,1988,321.0,189.6,320000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
ANKARAN,Prodaja,Hiša,Vrstna,1990,150.0,205.0,330000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
ANKARAN,Prodaja,Stanovanje,triinpolsobno,1984,201.0,220.0,320000.0,Trobec d.o.o.
ANKARAN,Prodaja,Hiša,Vrstna,1982,384.0,269.0,540000.0,"Agencia d.o.o., PE Obala"
ANKARAN,Prodaja,Hiša,Vrstna,1982,384.0,269.0,540000.0,Samrok nepremičnine d.o.o.
ANKARAN,Prodaja,Stanovanje,petsobno,2000,,292.2,480000.0,Veda nepremičnine d.o.o.
"ANKARAN, BLIŽINA CENTRA",Prodaja,Hiša,Vrstna,1985,,213.5,320000.0,"EMONA OBALA, nepremičnine d.o.o."
"ANKARAN, BLIŽINA CENTRA IN MORJA",Prodaja,Poslovni prostor,Gostinski lokal,1975,6725.0,1330.0,1880000.0,Obala nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,dvosobno,1985,,42.1,122000.0,Lustrum nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,dvosobno,1985,,58.8,145000.0,Veda nepremičnine d.o.o.
"ANKARAN, CENTER",Prodaja,Stanovanje,trisobno,1998,,71.75,214000.0,Zasebna ponudba
"ANKARAN, CENTER MESTA - 300 METROV OD MORJA",Prodaja,Poslovni prostor,Gostinski lokal,2000,,69.5,185000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, CEREJ",Prodaja,Stanovanje,dvoinpolsobno,1910,165.0,50.9,114000.0,"EMONA OBALA, nepremičnine d.o.o."
"ANKARAN, CEREJ PRI ANKARANU",Prodaja,Stanovanje,dvoinpolsobno,1910,165.0,50.9,119000.0,HABIT d.o.o.
"ANKARAN, HRVATINI",Prodaja,Hiša,Dvojček,2010,394.0,181.8,560000.0,MKA nepremičnine d.o.o.
"ANKARAN, HRVATINI",Prodaja,Hiša,Samostojna,2005,600.0,188.0,315000.0,"Nepremičnine Izola, d.o.o."
"ANKARAN, HRVATINI",Prodaja,Hiša,Samostojna,2005,600.0,190.0,315000.0,Malis nepremičnine d.o.o.
"ANKARAN, HRVATINI",Prodaja,Hiša,Dvojček,1990,272.0,210.0,240000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
"ANKARAN, HRVATINI, POGLED NA MORJE",Prodaja,Hiša,Samostojna,1990,661.0,200.0,340000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"ANKARAN, HRVATINI, SAMOSTOJNA, POGLED",Prodaja,Hiša,Dvostanovanjska,1990,661.0,200.0,340000.0,"MAREAL, poslovanje z nepremičninami, Klaj Branka s.p."
"ANKARAN, I50 M OD MORJA PRI LAZARETU",Prodaja,Hiša,Samostojna,1800,900.0,170.0,399000.0,Zasebna ponudba
"ANKARAN, KOLOMBAN",Prodaja,Stanovanje,trisobno,1993,120.0,70.0,190000.0,"1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, KOLOMBAN",Prodaja,Stanovanje,trisobno,1993,128.0,70.0,190000.0,"INVESTMOND nepremičnine, Edmond Petrovič s.p."
"ANKARAN, KONČNI - VOGALNI",Prodaja,Poslovni prostor,Drugo,1995,,23.0,79000.0,"1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, NA ZAČETKU ANKARANA",Prodaja,Stanovanje,garsonjera,1973,,34.3,109800.0,D5 invest d.o.o.
"ANKARAN, NASELJE OLTRA",Prodaja,Stanovanje,dvosobno,2009,,66.3,229000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, NOVA GRADNJA",Prodaja,Hiša,Samostojna,2015,342.0,194.5,300000.0,"1A nepremičnine, Ervin Bužan, s.p."
"ANKARAN, OLTRA",Prodaja,Stanovanje,dvoinpolsobno,2009,,64.9,225000.0,Agencia d.o.o.
"ANKARAN, OLTRA - ZNIŽANO",Prodaja,Stanovanje,dvosobno,2009,,64.9,225000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"ANKARAN, POČITNIŠKO NASELJE",Prodaja,Počitniški objekt,Hiša,1964,6725.0,1366.0,1880000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"ANKARAN, POGLED NA MORJE",Prodaja,Stanovanje,trisobno,2000,,112.2,320000.0,Veda nepremičnine d.o.o.
"ANKARAN, PRI ŠOLI IN VRTCU",Prodaja,Stanovanje,trisobno,1985,,79.2,176000.0,Dodoma d.o.o.
"ANKARAN, SONČNI PARK",Prodaja,Stanovanje,garsonjera,1994,,42.3,99000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, TIK OB MORJU",Prodaja,Stanovanje,dvoinpolsobno,2009,,70.0,225000.0,Zasebna ponudba
"ANKARAN, VILA OBDANA Z ZELENJEM",Prodaja,Hiša,Samostojna,1913,400.0,250.0,590000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Obala"
"ANKARAN, Z BAZENOM",Prodaja,Hiša,Samostojna,1990,516.0,207.6,630000.0,"Apertura, poslovanje z nepremičninami, d.o.o."
"ANOVEC, KREMEN",Prodaja,Hiša,Samostojna,1982,1200.0,150.0,75900.0,Zasebna ponudba
APAČE,Prodaja,Stanovanje,enosobno,1970,,38.0,27000.0,Zasebna ponudba
APAČE,Prodaja,Poslovni prostor,Gostinski lokal,1924,15596.0,132.12,369900.0,"C-nep agencija, d.o.o."
APAČE,Prodaja,Hiša,Samostojna,1850,3101.0,141.0,30000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
APAČE,Prodaja,Poslovni prostor,Gostinski lokal,1920,1036.0,310.0,119900.0,Atrium nepremičnine d.o.o.
APAČE,Prodaja,Stanovanje,triinpolsobno,1920,1036.0,310.0,119900.0,Atrium nepremičnine d.o.o.
"APAČE, OB GLAVNI CESTI",Prodaja,Poslovni prostor,Prostor za storitve,1908,2011.0,406.1,100000.0,Prima vista d.o.o.
"APAČE, ŽEPOVCI OB LOKALNI CESTI",Prodaja,Hiša,Samostojna,1980,575.0,300.0,110000.0,Zasebna ponudba
APNENIK PRI BOŠTANJU,Prodaja,Hiša,Samostojna,1890,6740.0,30.0,15000.0,AXA 1995 d.o.o. PE nepremičnine Krško
"APNENIK PRI BOŠTANJU, 46",Prodaja,Vikend,Bivalen,1980,5312.0,113.0,80000.0,Zasebna ponudba
"APNENIK PRI BOŠTANJU, BOŠTANJ",Prodaja,Hiša,Samostojna,1920,5205.0,66.5,25000.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"APNO, NA OBROBJU VASI",Prodaja,Hiša,Samostojna,1982,809.0,70.0,150000.0,Zasebna ponudba
"ARMEŠKO, LOKACIJA OB LOKALNI CESTI",Prodaja,Poslovni prostor,Gostinski lokal,1973,4192.0,518.2,160000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
ARTIČE,Prodaja,Stanovanje,dvosobno,1966,,57.07,53000.0,"NOVDOM Nepremičnine, Aleš Novak s.p."
"ARTIČE, CENTER, PRI OŠ",Prodaja,Hiša,Samostojna,1900,700.0,300.0,120000.0,Zasebna ponudba
"ARTVIŽE, NA SLEMENU",Prodaja,Hiša,Samostojna,1990,614.0,150.0,89000.0,"Premik nepremičnine, Magajna Ines s.p."
"AVBER, ŠTORJE OKOLICA",Prodaja,Hiša,Vrstna,1895,137.0,105.0,49000.0,"Ruj Nepremičnine, Jernej Suša, s.p."
AVČE,Prodaja,Hiša,Samostojna,2000,72.0,116.6,60000.0,Renes d.o.o.
AVČE,Prodaja,Hiša,Samostojna,2000,561.0,222.0,85000.0,"MISTRAL NEPREMIČNINE, Valter Vodopivec s.p."
BABIČI,Prodaja,Hiša,Samostojna,1900,404.0,82.0,59000.0,"EMONA OBALA, nepremičnine d.o.o."
BABIČI,Prodaja,Hiša,Samostojna,1989,3250.0,173.0,260000.0,Fesst nepremičnine d.o.o.
BABIČI,Prodaja,Hiša,Samostojna,1989,810.0,173.7,260000.0,Domus nepremičnine d.o.o.
"BABNA BRDA, SVETI ŠTEFAN",Prodaja,Hiša,Samostojna,1975,26397.0,173.0,67000.0,Zasebna ponudba
BABNA GORA,Prodaja,Hiša,Samostojna,1998,1898.0,54.3,49000.0,"Agenti Celje, AŽ&MB Nerad d.o.o."
BABNA GORA,Prodaja,Vikend,Zidan,1998,1898.0,54.3,49000.0,"Agenti Celje, AŽ&MB Nerad d.o.o."
BABNA GORA,Prodaja,Vikend,Bivalen,1994,784.0,126.0,69900.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
BABNA GORA,Prodaja,Hiša,Samostojna,1975,48929.0,268.0,94000.0,Nepremičnine-Sanja Radivojević s.p.
BABNA REKA,Prodaja,Vikend,Zidan,1870,10100.0,82.0,49000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
BABNO POLJE,Prodaja,Hiša,Samostojna,1997,2660.0,220.0,49000.0,Nepremičnine Land d.o.o.
BAČ PRI MATERIJI,Prodaja,Stanovanje,štirisobno,1952,,93.0,100000.0,Trobec d.o.o.
BAČ PRI MATERIJI,Prodaja,Hiša,Dvojček,2001,620.0,341.05,362000.0,"EMONA OBALA, nepremičnine d.o.o."
"BAČ PRI MATERIJI, MATERIJA",Prodaja,Hiša,Samostojna,1950,905.0,400.0,149000.0,Zasebna ponudba
BAČA PRI MODREJU,Prodaja,Hiša,Samostojna,2014,8331.0,149.9,110000.0,Renes d.o.o.
BAKOVCI,Prodaja,Hiša,Samostojna,1957,4465.0,92.2,107000.0,FISA nepremičnine d.o.o.
BAKOVCI,Prodaja,Hiša,Samostojna,1964,3443.0,263.3,240000.0,"C-nep agencija, d.o.o."
BAKOVCI,Prodaja,Poslovni prostor,Delavnica,1964,3443.0,263.3,240000.0,"C-nep agencija, d.o.o."
BANJA LOKA,Prodaja,Stanovanje,trisobno,1967,,105.2,62000.0,Last in posest d.o.o.
BAŠELJ,Prodaja,Stanovanje,trisobno,2014,,118.0,169400.0,"ALTERA, d.o.o."
BAŠELJ,Prodaja,Stanovanje,štirisobno,2014,,140.0,189540.0,"ALTERA, d.o.o."
"BATE, PRI ČEPOVANU",Prodaja,Hiša,Samostojna,2012,1248.0,271.8,89000.0,Svet Real d.o.o.
BEČ,Prodaja,Posest,Kmetija,1914,188765.0,214.0,490000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
BEDENJ,Prodaja,Vikend,Zidan,1969,1776.0,24.0,28500.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal"
BEDENJ,Prodaja,Posest,Kmetija,1966,87300.0,100.0,90000.0,NNRN nepremičnine d.o.o. Novo mesto
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,Dvojček,1967,180.0,135.0,115000.0,Zasebna ponudba
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,Samostojna,1800,561.0,206.0,69000.0,"ALTERA, d.o.o."
BEGUNJE NA GORENJSKEM,Prodaja,Hiša,Samostojna,1700,2096.0,480.0,285000.0,Makler Bled d.o.o.
"BEGUNJE NA GORENJSKEM, RADOVLJICA",Prodaja,Stanovanje,dvosobno,1987,,51.8,98000.0,Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Stanovanje,trisobno,2009,,72.0,140000.0,Zasebna ponudba
BEGUNJE PRI CERKNICI,Prodaja,Hiša,Samostojna,1850,517.0,264.3,150000.0,Roni nepremičnine d.o.o.
"BEGUNJE PRI CERKNICI, NOVO NASELJE",Prodaja,Hiša,Samostojna,2019,1500.0,150.0,169000.0,Zasebna ponudba
BELAVŠEK,Prodaja,Hiša,Drugo,1887,46887.0,50.0,25000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
"BELAVŠEK, ZG. LESKOVCU V HALOZAH",Prodaja,Vikend,Bivalen,1806,6861.0,48.4,27900.0,"M nepremičnine, Milena Jančič s.p."
BELCA,Prodaja,Hiša,Samostojna,1940,1490.0,100.0,149000.0,Trg Bled d.o.o.
BELE VODE,Prodaja,Hiša,Samostojna,1920,2860.0,76.8,137000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
BELE VODE,Prodaja,Poslovni prostor,Gostinski lokal,1920,2860.0,95.0,137000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
BELE VODE,Prodaja,Hiša,Samostojna,1970,6761.0,118.0,95000.0,HABIT d.o.o.
BELE VODE,Prodaja,Hiša,Samostojna,1982,3630.0,595.0,225000.0,"Nepremičninska družba, d.o.o., PE RE/MAX Premium"
"BELI GRIČ, MOKRONOG",Prodaja,Hiša,Samostojna,1941,290.0,60.0,11500.0,"Oridom nepremičnine, Ivan Orešnik s.p."
"BELO, MEDVODE",Prodaja,Počitniški objekt,Vikend,1985,11063.0,58.7,98000.0,"STAN nepremičnine d.o.o., Ljubljana"
BELSKI VRH,Prodaja,Vikend,Lesen,1987,17507.0,24.0,27000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
BELSKI VRH,Prodaja,Vikend,Bivalen,1980,1537.0,49.9,23000.0,"Nepremičninska družba d.o.o., PE RE/MAX Poetovio"
BELSKI VRH,Prodaja,Hiša,Samostojna,1960,4045.0,139.9,68900.0,"Agenti nepremičninsko posredovanje, d.o.o."
BELTINCI,Prodaja,Poslovni prostor,Gostinski lokal,2005,,119.9,255000.0,PREMIER WE trgovina d.o.o.
BELTINCI,Prodaja,Hiša,Samostojna,2000,1431.0,481.6,200000.0,Prima vista d.o.o.
"BELTINCI, 1KM OD AVTOCESTE MS - LENDAVA",Prodaja,Hiša,Samostojna,2017,497.0,111.5,250000.0,Zasebna ponudba
"BELTINCI, CENTER",Prodaja,Poslovni prostor,Gostinski lokal,1991,600.0,236.0,69500.0,Zasebna ponudba
BENEDIKT,Prodaja,Stanovanje,dvosobno,2010,67.0,52.7,62900.0,"DUTB, d.d."
BENEDIKT,Prodaja,Stanovanje,trisobno,2008,,63.1,66000.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Stanovanje,dvosobno,2009,,71.8,72000.0,Mezanin nepremičnine d.o.o.
BENEDIKT,Prodaja,Stanovanje,trisobno,2002,,77.0,68400.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Stanovanje,trisobno,2008,,89.7,85000.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Dvojček,2019,301.0,94.49,101990.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Atrijska,2017,600.0,107.05,149000.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Atrijska,2017,600.0,115.38,151900.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Atrijska,2017,600.0,117.64,153900.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Samostojna,2017,600.0,138.81,153900.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Samostojna,1990,3198.0,266.4,125000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
BENEDIKT,Prodaja,Hiša,Samostojna,2005,705.0,291.08,230000.0,Atrium nepremičnine d.o.o.
BENEDIKT,Prodaja,Hiša,Samostojna,2007,705.0,336.45,239900.0,Mezanin nepremičnine d.o.o.
"BENEDIKT, NASIPN ULICA 2A",Prodaja,Stanovanje,petsobno,2008,1501.0,150.1,147000.0,Zasebna ponudba
"BENEDIKT, OPREMLJENO S KLIMO IN BALKONOM",Prodaja,Stanovanje,dvosobno,2009,,71.0,73000.0,Zasebna ponudba
BENICA,Prodaja,Hiša,Samostojna,1950,4470.0,56.5,35000.0,"RE/MAX Pomurje, PRO-BEL, d.o.o."
"BEREČA VAS, SUHOR",Prodaja,Hiša,Samostojna,1975,2784.0,76.4,70000.0,"Nepremičnine in svetovanje Juršič, Blaž Juršič s.p."
BERIČEVO,Prodaja,Stanovanje,trisobno,1931,75.0,85.8,107000.0,Real Go d.o.o.
BERIČEVO,Prodaja,Hiša,Samostojna,1950,1278.0,182.0,199000.0,MKA nepremičnine d.o.o.
BERIČEVO,Prodaja,Hiša,Dvojček,1987,371.0,192.0,219000.0,Zasebna ponudba
BERIČEVO,Prodaja,Hiša,Samostojna,1950,944.0,350.0,199000.0,Vizija Lina Ina Poglajen s.p.
BERKOVCI,Prodaja,Hiša,Samostojna,1905,3439.0,159.9,85000.0,"RE/MAX Pomurje, PRO-BEL, d.o.o."
"BERKOVCI, 20, 9207 PROSENJAKOVCI",Prodaja,Hiša,Samostojna,2004,700.0,80.0,70000.0,Zasebna ponudba
BERTOKI,Prodaja,Hiša,Vrstna,2009,359.0,126.3,599000.0,ABC nepremičnine d.o.o.
BERTOKI,Prodaja,Hiša,Samostojna,2006,832.0,304.0,450000.0,"Agencija Stenat 2000, Jagoda Nikolič s.p."
"BERTOKI, BLIZU VRTCA, TRGOVINE",Prodaja,Stanovanje,štirisobno,1960,,117.0,129000.0,Zasebna ponudba
BESNICA,Prodaja,Hiša,Samostojna,1996,747.0,196.0,210000.0,Mezanin nepremičnine d.o.o.
BESNICA,Prodaja,Hiša,Samostojna,1990,498.0,224.0,225000.0,"STANART d.o.o., PE LJUBLJANA"
"BESNICA, PRI LJUBLJANI",Prodaja,Hiša,Samostojna,1996,737.0,196.0,210000.0,Zasebna ponudba
"BETNAVA, GORIŠKA ULICA",Prodaja,Stanovanje,trisobno,1972,,67.34,79000.0,Zasebna ponudba
"BETNAVA, SPODNJE RADVANJE",Prodaja,Poslovni prostor,Prostor za storitve,1981,,260.0,210000.0,NAI Significa d.o.o.
"BETNAVA, ULICA EVE LOVŠE",Prodaja,Stanovanje,štirisobno,2014,,163.2,245247.0,K2 finance d.o.o.
"BETNAVA, ULICA EVE LOVŠE 8, MARIBOR",Prodaja,Stanovanje,štirisobno,2014,,163.0,245247.0,NOVA KBM d.d.
BEVKE,Prodaja,Hiša,Samostojna,2012,6338.0,144.0,420000.0,Zasebna ponudba
BEVKE,Prodaja,Hiša,Samostojna,2013,663.0,151.8,298000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona"
BEVKE,Prodaja,Hiša,Samostojna,2002,464.0,157.0,260000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p."
BEVKE,Prodaja,Hiša,Samostojna,1990,876.0,210.0,369000.0,RCN d.o.o.
BEVKE,Prodaja,Posest,Zazidljiva,2011,,663.0,86000.0,Mreža nepremičnin d.o.o.
BEZENA,Prodaja,Stanovanje,Drugo,2019,1340.0,1026.0,700000.0,"Agenti nepremičninsko posredovanje, d.o.o."
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Pisarna,1996,,16.0,36000.0,PREMIER WE trgovina d.o.o.
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Drugo,1996,,23.0,37000.0,RCN d.o.o.
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Gostinski lokal,1996,,38.66,79000.0,"Central RE d.o.o., PE LJUBLJANA"
BEŽIGRAJSKI DVOR,Prodaja,Stanovanje,enoinpolsobno,1934,,45.8,136000.0,MESTO NEPREMIČNIN d.o.o.
BEŽIGRAJSKI DVOR,Prodaja,Stanovanje,dvosobno,1967,,56.3,149000.0,Dajč & Dajč d.o.o.
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Drugo,1996,,90.5,109000.0,"Dodoma d.o.o., PE Ljubljana"
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Pisarna,1982,,494.0,617500.0,"DUTB, d.d."
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Pisarna,1982,,522.0,535000.0,"DUTB, d.d."
BEŽIGRAJSKI DVOR,Prodaja,Poslovni prostor,Pisarna,1982,,1016.0,1152500.0,"DUTB, d.d."
"BEŽIGRAJSKI DVOR, DUNAJSKA CESTA",Prodaja,Poslovni prostor,Kombiniran prostor,1996,,37.4,60000.0,Senon d.o.o.
"BEŽIGRAJSKI DVOR, LINHARTOVA ULICA",Prodaja,Stanovanje,petsobno,1974,,160.3,345000.0,"BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p."
"BEŽIGRAJSKI DVOR, PERIČEVA",Prodaja,Stanovanje,trisobno,1996,,118.9,385000.0,"24-ur.eu, Dean Daraboš s.p."
"BEŽIGRAJSKI DVOR, PERIČEVA ULICA",Prodaja,Stanovanje,štirisobno,2018,,193.0,650000.0,Zasebna ponudba
BILJANA,Prodaja,Hiša,Drugo,1920,98.0,89.2,40000.0,Renes d.o.o.
BILJE,Prodaja,Hiša,Drugo,1967,183.0,123.0,75000.0,Renes d.o.o.
BILJE,Prodaja,Hiša,Vrstna,1992,126.0,147.0,90000.0,"Forma nepremičnine, Klavdio Štrukelj s.p."
BILJE,Prodaja,Hiša,Vrstna,1968,600.0,190.0,128000.0,Zasebna ponudba
BILJE,Prodaja,Stanovanje,petsobno,2008,21.0,201.0,175000.0,ABC nepremičnine d.o.o.
BILJE,Prodaja,Stanovanje,petsobno,2008,21.0,201.0,149000.0,Atrium nepremičnine d.o.o.
BILJE,Prodaja,Hiša,Dvostanovanjska,1990,645.0,229.6,212000.0,Zasebna ponudba
BILJE,Prodaja,Hiša,Vrstna,2005,727.0,279.3,155000.0,"MISTRAL NEPREMIČNINE, Valter Vodopivec s.p."
BILJE,Prodaja,Hiša,Drugo,2005,727.0,279.3,155000.0,Renes d.o.o.
BILJE,Prodaja,Hiša,Drugo,1995,489.0,316.0,240000.0,Renes d.o.o.
BILJE,Prodaja,Poslovni prostor,Drugo,2013,2614.0,648.5,720000.0,Renes d.o.o.
"BIRČNA VAS, PRI NOVEM MESTU",Prodaja,Vikend,Bivalen,2006,697.0,65.0,37000.0,Leran d.o.o.
BISTRICA OB DRAVI,Prodaja,Stanovanje,garsonjera,1985,,27.0,39000.0,Zasebna ponudba
BISTRICA OB DRAVI,Prodaja,Stanovanje,enoinpolsobno,1985,,54.2,58000.0,"C-nep agencija, d.o.o."
BISTRICA OB DRAVI,Prodaja,Hiša,Samostojna,1900,243.0,64.5,25000.0,"RE/MAX Avenija, Nepremičnine Maribor d.o.o."
BISTRICA OB DRAVI,Prodaja,Poslovni prostor,Večji poslovni kompleks,1995,,257.0,490000.0,"C-nep agencija, d.o.o."
BISTRICA OB DRAVI,Prodaja,Hiša,Samostojna,2001,1000.0,331.0,485000.0,"MOJ DOMEK, d.o.o., PE Grajski trg"
BISTRICA OB DRAVI,Prodaja,Poslovni prostor,Večji poslovni kompleks,1950,,424.0,180000.0,"C-nep agencija, d.o.o."
"BISTRICA OB DRAVI, CESTA V LOG",Prodaja,Hiša,Samostojna,1990,1800.0,417.0,400.0,Zasebna ponudba
"BISTRICA OB DRAVI, CESTI MED MARIBOROM IN RUŠAMI",Prodaja,Poslovni prostor,Gostinski lokal,2003,682.0,218.87,260000.0,"INSA d.o.o., Europark Maribor"
BISTRICA OB SOTLI,Prodaja,Stanovanje,trisobno,1988,,66.3,40000.0,"Geodet Kralj, geodetske storitve in nepremičnine, Janez Kralj s.p."
