ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija,regija 
"LJ. CENTER, STROGI",Prodaja,Poslovni prostor,Kombiniran prostor,1980,,227.0,237000.0,Senon d.o.o.,ljubljana-mesto
"LJ. CENTER, STROGI, SLOVENSKA CESTA",Prodaja,Poslovni prostor,Pisarna,1970,,454.0,1850.0,REGROUP d.o.o.,ljubljana-mesto
"LJ. CENTER, STROGI, TABOR",Prodaja,Stanovanje,dvoinpolsobno,1932,,48.0,149000.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, ŠIRŠI",Prodaja,Poslovni prostor,Pisarna,1903,2000.0,17.0,1700.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, ŠTUDENTOVSKA ULICA",Prodaja,Stanovanje,trisobno,1435,,64.3,289000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. CENTER, TABOR",Prodaja,Stanovanje,trisobno,1895,,90.5,299000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
"LJ. CENTER, TAVČARJEVA ULICA",Prodaja,Poslovni prostor,Pisarna,1908,,130.4,472000.0,"BAZA, posredovanje v prometu z nepremičninami, Brina Sotlar s.p.",ljubljana-mesto
"LJ. CENTER, TRNOVO",Prodaja,Stanovanje,garsonjera,1984,,32.7,129000.0,Nepremičnine Plus d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO",Prodaja,Stanovanje,dvosobno,1975,,59.0,208000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO",Prodaja,Stanovanje,štirisobno,2004,2557.0,137.16,630000.0,Agencija Barbara nepremičnine d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO",Prodaja,Hiša,Samostojna,1982,1089.0,168.8,720000.0,Agencija Vitraž d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO",Prodaja,Hiša,Samostojna,1963,,485.0,480000.0,ALEA nepremičninska družba d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO - ODLIČNA LOKACIJA",Prodaja,Hiša,Samostojna,1963,485.0,100.0,445000.0,ALEA nepremičninska družba d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO - TRNOVSKA VRATA",Prodaja,Stanovanje,petsobno,2005,,238.1,671000.0,Nepremičnine Plus d.o.o.,ljubljana-mesto
"LJ. CENTER, TRNOVO, BALKON",Prodaja,Stanovanje,trisobno,1982,,78.5,259000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
"LJ. CENTER, TRNOVO, KOLEZIJSKA UL.",Prodaja,Stanovanje,triinpolsobno,1900,,103.2,209000.0,"BUTIK NEPREMIČNIN, Špela Primc s.p.",ljubljana-mesto
"LJ. CENTER, TRUBARJEVA",Prodaja,Poslovni prostor,Neživilska trgovina,1890,,20.5,66000.0,"RE/MAX Commercial Slovenija, RMC d.o.o.",ljubljana-mesto
"LJ. CENTER, TRUBARJEVA CESTA",Prodaja,Stanovanje,enosobno,1983,,38.5,200000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. CENTER, TRUBARJEVA CESTA",Prodaja,Stanovanje,dvosobno,1896,,44.2,239000.0,Inalbea d.o.o.,ljubljana-mesto
"LJ. CENTER, TRUBARJEVA ULICA",Prodaja,Poslovni prostor,Prostor za storitve,1983,,97.0,230000.0,Nepis d.o.o.,ljubljana-mesto
"LJ. CENTER, TRUBARJEVA, MESTNO SREDIŠČE",Prodaja,Poslovni prostor,Živilska trgovina,1890,,20.5,66000.0,"RE/MAX Commercial Slovenija, RMC d.o.o.",ljubljana-mesto
"LJ. CENTER, V STAREM DELU",Prodaja,Poslovni prostor,Prostor za storitve,1700,,130.0,2550.0,Kupola nepremičnina d.o.o.,ljubljana-mesto
"LJ. CENTER, VALVASORJEVA",Prodaja,Stanovanje,trisobno,1939,,140.0,620000.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, VALVASORJEVA ULICA",Prodaja,Stanovanje,trisobno,1961,,111.0,330000.0,Livimex d.o.o.,ljubljana-mesto
"LJ. CENTER, VIDOVDANSKA 1",Prodaja,Stanovanje,trisobno,1800,,75.5,270000.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, VIDOVDANSKA OB TRUBARJEVI",Prodaja,Stanovanje,štirisobno,1985,,145.0,380000.0,"Erjavec nepremičnine, Erjavec Dušan s.p.",ljubljana-mesto
"LJ. CENTER, VIDOVDANSKA, OB TRUBARJEVI",Prodaja,Hiša,Vrstna,1985,,145.0,380000.0,"Erjavec nepremičnine, Erjavec Dušan s.p.",ljubljana-mesto
"LJ. CENTER, VILA URBANA",Prodaja,Stanovanje,trisobno,2005,,126.0,750000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal",ljubljana-mesto
"LJ. CENTER, VILA URBANA",Prodaja,Stanovanje,trisobno,2005,,126.0,750000.0,METROPOLA IN d.o.o.,ljubljana-mesto
"LJ. CENTER, VODMAT",Prodaja,Stanovanje,dvoinpolsobno,2017,,33.0,119000.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, VODMAT - DVA BALKONA",Prodaja,Stanovanje,trisobno,1979,,92.3,250000.0,Realia d.o.o.,ljubljana-mesto
"LJ. CENTER, VOŠNJAKOVA ULICA",Prodaja,Stanovanje,trisobno,1954,,74.4,258000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. CENTER, VRTAČA",Prodaja,Stanovanje,triinpolsobno,1970,,86.0,325000.0,Zasebna ponudba,ljubljana-mesto
"LJ. CENTER, VRTAČA",Prodaja,Stanovanje,trisobno,1962,,86.2,284000.0,Real Go d.o.o.,ljubljana-mesto
"LJ. CENTER, VRTAČA",Prodaja,Stanovanje,trisobno,1931,,116.0,439000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
"LJ. CENTER, VRTAČA, DVIGALO",Prodaja,Stanovanje,štirisobno,1962,,85.3,369000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
"LJ. CENTER, ZA AIRBNB 4 ZVEZDICE",Prodaja,Stanovanje,petsobno,1896,,330.0,1095000.0,Blok d.o.o.,ljubljana-mesto
"LJ. CENTER, ZALOŠKA CESTA",Prodaja,Hiša,Samostojna,1984,953.0,246.3,495000.0,APOLONIJ nepremičnine d.o.o.,ljubljana-mesto
"LJ. CENTER, ZVONARSKA ULICA",Prodaja,Stanovanje,dvoinpolsobno,1964,,68.6,235000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,16.0,20.0,43000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,garsonjera,1977,,22.9,89000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,garsonjera,1966,,26.5,75000.0,Zasebna ponudba,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,16.0,30.0,60000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Gostinski lokal,2010,,30.6,99000.0,"INBA, nepremičninska družba, d.o.o.",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,enosobno,1970,,32.5,125000.0,ALFA-INT nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,enosobno,1927,,34.0,75000.0,Zasebna ponudba,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,garsonjera,1988,,37.6,129000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,16.0,40.0,78000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,enosobno,1920,,40.0,99000.0,"Lucia tim d.o.o., PE Nepremičnine",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,enoinpolsobno,1975,,45.7,115000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,2016,,48.2,120000.0,Zasebna ponudba,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,2016,,48.2,120000.0,"MA - nepremičninska družba, Marko Alič s.p.",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,2016,,48.2,120000.0,"PRO LAND, nepremičninsko posredovanje, d.o.o.",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,1960,,53.6,135900.0,Svet Real d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvoinpolsobno,1935,,55.0,120000.0,FIRMA nepremičnine Martinović & Co. k.d.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,1935,,55.0,120000.0,FIRMA nepremičnine Martinović & Co. k.d.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,1936,338.0,58.8,165000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,trisobno,1960,,61.5,208000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,trisobno,1959,,62.0,149000.0,Zasebna ponudba,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1998,,62.0,2377.74,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1963,,63.43,75450.0,Svet Real d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvoinpolsobno,1973,,64.6,161000.0,Casa 69 d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvoinpolsobno,1975,,68.7,200000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Neživilska trgovina,1850,,76.77,122000.0,METROPOLA IN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,,80.0,164000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,1920,,89.4,190000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,2002,,92.2,145000.0,Muni d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,2017,,94.65,386000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,2017,,94.65,386000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvosobno,1936,338.0,94.8,172500.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,trisobno,1986,,96.0,245000.0,MEZANIN PRO nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,dvoinpolsobno,1965,276.0,97.0,155000.0,"1961 DOM, Janko Kožar s.p.",ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Vrstna,1998,177.0,98.5,269000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1989,,102.2,158000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,2006,,106.0,180000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,1900,180.0,110.0,200000.0,Svet Real d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Drugo,1962,,111.5,225000.0,Aladin inženiring d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Gostinski lokal,1962,,111.5,225000.0,Aladin inženiring d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,1890,,135.6,268000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,štirisobno,2004,,142.3,800000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,,150.0,300000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,1981,392.0,153.0,285000.0,Hiša nepremičnine 1 d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvojček,2019,,166.33,345000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvojček,2019,,166.33,360000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvojček,2019,,167.34,330000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvojček,2019,320.0,168.0,320000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1952,,181.0,140000.0,Moneta Invest d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvojček,1963,369.0,182.0,279000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Stanovanje,trisobno,1880,,184.0,198000.0,Svet Real d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,2013,23500.0,196.6,450000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1980,,200.0,398000.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Gostinski lokal,1999,,207.0,430000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Vrstna,2004,420.0,210.0,395000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1990,,248.0,350000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,2004,644.0,268.0,750000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,1964,615.0,280.0,425000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Skladišče,1997,,300.0,360000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,1984,450.0,322.1,360000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Dvostanovanjska,1980,907.0,400.0,649000.0,MEZANIN PRO nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Prostor za storitve,1987,,400.1,315000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,2013,938.0,489.0,1850000.0,Pronaj d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Hiša,Samostojna,2013,938.0,530.0,1850000.0,RCN d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Gostinski lokal,1912,616.0,593.0,1490000.0,Medvešek Pušnik Nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1987,,782.0,846000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Pisarna,1987,,1181.6,1331000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Večji poslovni kompleks,1980,,1185.0,1490000.0,MP PROJEKT d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Prostor za storitve,1980,1422.0,1190.0,1490000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Prostor za storitve,2007,850.0,1190.0,1500000.0,"RE/MAX Comercial Slovenija, RMC d.o.o.",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Skladišče,1977,2200.0,1650.0,450.0,REGROUP d.o.o.,ljubljana-mesto
LJ. MOSTE,Prodaja,Posest,Zazidljiva,1973,,2081.0,930000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Poslovni prostor,Gostinski lokal,1973,,2081.0,930000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
LJ. MOSTE,Prodaja,Posest,Zazidljiva,1890,,2328.2,1100000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
"LJ. MOSTE, BLIZU BTC",Prodaja,Poslovni prostor,Kombiniran prostor,1980,,1190.0,1490000.0,Rojal invest d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA AC",Prodaja,Hiša,Samostojna,1999,800.0,200.0,429000.0,KU-MI nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA BTC",Prodaja,Poslovni prostor,Večji poslovni kompleks,1971,856.0,1190.0,1490000.0,Roni nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA BTC",Prodaja,Poslovni prostor,Skladišče,1980,,1190.0,1490000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA CENTRA IN AC",Prodaja,Poslovni prostor,Kombiniran prostor,1980,254.0,311.0,335000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA CENTRA IN KODELJEVEGA",Prodaja,Stanovanje,trisobno,1905,50.0,80.0,158000.0,ALEA nepremičninska družba d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA CENTRA IN UKC",Prodaja,Stanovanje,dvosobno,1870,,44.6,120000.0,Studio 68 d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA OBVOZNICE IN BTC",Prodaja,Poslovni prostor,Večji poslovni kompleks,2007,,1190.0,1500000.0,"RE/MAX Comercial Slovenija, RMC d.o.o.",ljubljana-mesto
"LJ. MOSTE, BLIŽINA OBVOZNICE IN BTC",Prodaja,Poslovni prostor,Neživilska trgovina,2007,850.0,1190.0,1500000.0,"RE/MAX Comercial Slovenija, RMC d.o.o.",ljubljana-mesto
"LJ. MOSTE, BLIŽINA TRŽNICE",Prodaja,Stanovanje,triinpolsobno,2009,,146.0,470000.0,Zasebna ponudba,ljubljana-mesto
"LJ. MOSTE, BLIŽINA UKC",Prodaja,Hiša,Dvojček,2000,369.0,144.0,279000.0,Viping d.o.o.,ljubljana-mesto
"LJ. MOSTE, BLIŽINA UKC, 2 PARKIRNI MESTI",Prodaja,Stanovanje,triinpolsobno,2008,,140.7,470000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
"LJ. MOSTE, BTC",Prodaja,Poslovni prostor,Prostor za storitve,2006,,62.0,160000.0,"Nepremičnine M8, Lea Kavalič s.p.",ljubljana-mesto
"LJ. MOSTE, BTC",Prodaja,Poslovni prostor,Prostor za storitve,1997,,300.0,360000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
"LJ. MOSTE, BTC",Prodaja,Poslovni prostor,Drugo,1997,,300.0,360000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
"LJ. MOSTE, BTC - LETALIŠKA",Prodaja,Poslovni prostor,Prostor za storitve,1990,,248.0,350000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, BTC, LESKOŠKOVA CESTA",Prodaja,Poslovni prostor,Pisarna,2004,,331.0,580000.0,"ENOTA real estate, nepremičninsko posredovanje, Eva Golc, s.p",ljubljana-mesto
"LJ. MOSTE, DOBRUNJE",Prodaja,Stanovanje,garsonjera,2020,,25.3,104000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, DOBRUNJE",Prodaja,Stanovanje,štirisobno,2020,,60.6,250000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, DOBRUNJE",Prodaja,Stanovanje,štirisobno,2019,,64.7,260000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, DOBRUNJE",Prodaja,Stanovanje,štirisobno,2019,56.0,112.4,300000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, DOBRUNJE, MIRNA OKOLICA",Prodaja,Stanovanje,štirisobno,2019,,63.1,229000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, FUŽINE",Prodaja,Stanovanje,garsonjera,1982,,30.24,105000.0,Viping d.o.o.,ljubljana-mesto
"LJ. MOSTE, FUŽINE",Prodaja,Stanovanje,štirisobno,1985,,99.0,249900.0,Casa 69 d.o.o.,ljubljana-mesto
"LJ. MOSTE, FUŽINE, MOŽEN TAKOJŠEN PREVZEM",Prodaja,Stanovanje,trisobno,1981,,73.7,172000.0,Studio modul d.o.o.,ljubljana-mesto
"LJ. MOSTE, HRUŠICA",Prodaja,Hiša,Samostojna,2007,1395.0,307.3,660000.0,Mikljič-Hribar Company d.o.o.,ljubljana-mesto
"LJ. MOSTE, KAJUHOVA ULICA",Prodaja,Hiša,Dvostanovanjska,1964,615.0,275.7,425000.0,Nepremičnine Plus d.o.o.,ljubljana-mesto
"LJ. MOSTE, KAJUHOVA ULICA",Prodaja,Hiša,Samostojna,1964,615.0,280.0,425000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. MOSTE, KAŠELJ",Prodaja,Hiša,Samostojna,1995,259.0,160.0,250000.0,Fesst nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, KAŠELJ - POSEBNA PONUDBA",Prodaja,Hiša,Dvojček,2019,250.0,170.23,280000.0,"YES NEPREMIČNINE, nepremičninska agencija, d.o.o.",ljubljana-mesto
"LJ. MOSTE, KAŠELJSKA ULICA",Prodaja,Stanovanje,trisobno,1976,,66.0,90000.0,Pronaj d.o.o.,ljubljana-mesto
"LJ. MOSTE, KODELJEVO",Prodaja,Hiša,Vrstna,1960,119.0,114.0,269000.0,Rojal invest d.o.o.,ljubljana-mesto
"LJ. MOSTE, KODELJEVO, MOŠKRIČEVA",Prodaja,Stanovanje,enosobno,1965,,31.8,119000.0,"Visa d.o.o., Ljubljana",ljubljana-mesto
"LJ. MOSTE, LESKOŠKOVA CESTA",Prodaja,Poslovni prostor,Pisarna,2005,12.0,123.0,190000.0,"Property d.o.o., PE Ljubljana",ljubljana-mesto
"LJ. MOSTE, LETALIŠKA",Prodaja,Poslovni prostor,Pisarna,1980,,680.0,1000.0,REGROUP d.o.o.,ljubljana-mesto
"LJ. MOSTE, LETALIŠKA CESTA",Prodaja,Poslovni prostor,Pisarna,2015,,148.0,205000.0,"Property d.o.o., PE Ljubljana",ljubljana-mesto
"LJ. MOSTE, LETALIŠKA CESTA 35",Prodaja,Poslovni prostor,Pisarna,1993,,26.5,12.5,S-Invest d.o.o.,ljubljana-mesto
"LJ. MOSTE, LITIJSKA CESTA DOBRUNJE - ZADVOR",Prodaja,Hiša,Samostojna,1999,800.0,200.0,429000.0,KU-MI nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, MED POLJEM IN VEVCAM",Prodaja,Hiša,Samostojna,1923,712.0,93.0,230000.0,FIRMA nepremičnine Martinović & Co. k.d.,ljubljana-mesto
"LJ. MOSTE, NASELJE ATRIUM",Prodaja,Stanovanje,štiriinpolsobno,2009,,138.3,595000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
"LJ. MOSTE, NASELJE ATRIUM, 2 PARKIRNI MESTI",Prodaja,Stanovanje,štiriinpolsobno,2009,,118.6,595000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
"LJ. MOSTE, NASPROTI CITY PARKA IN BTC",Prodaja,Poslovni prostor,Prostor za storitve,1979,,118.15,164900.0,Zasebna ponudba,ljubljana-mesto
"LJ. MOSTE, NEPOSREDNA BLIŽINA UKC",Prodaja,Stanovanje,dvoinpolsobno,1962,,52.1,189000.0,"GRAL REAL, nepremičninska agencija, d.o.o.",ljubljana-mesto
"LJ. MOSTE, NOVE JARŠE",Prodaja,Stanovanje,petsobno,1964,,162.8,195000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, NOVO POLJE",Prodaja,Stanovanje,dvosobno,1972,,65.0,164600.0,REGROUP d.o.o.,ljubljana-mesto
"LJ. MOSTE, OB GOLOVCU",Prodaja,Stanovanje,trisobno,1906,,67.0,189000.0,RCN d.o.o.,ljubljana-mesto
"LJ. MOSTE, PERČEVA UL.",Prodaja,Stanovanje,trisobno,1927,,95.4,120000.0,Vehovar nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, POLJE",Prodaja,Stanovanje,trisobno,1945,,95.0,194900.0,Kupola nepremičnina d.o.o.,ljubljana-mesto
"LJ. MOSTE, POLJE",Prodaja,Hiša,Samostojna,1945,120.0,210.0,450000.0,Kupola nepremičnina d.o.o.,ljubljana-mesto
"LJ. MOSTE, POLJE",Prodaja,Hiša,Drugo,1995,1042.0,302.0,820000.0,Kupola nepremičnina d.o.o.,ljubljana-mesto
"LJ. MOSTE, POLJE, ZAJČJA DOBRAVA",Prodaja,Hiša,Dvojček,2016,250.0,145.0,275000.0,"Šardi&Co. nepremičnine, družba za posredovanje v prometu z nepremičninami, d.o.o.",ljubljana-mesto
"LJ. MOSTE, POT NA FUŽINE",Prodaja,Stanovanje,štirisobno,1980,,89.0,219000.0,Temelj nepremičnine d.o.o.,ljubljana-mesto
"LJ. MOSTE, POT NA FUŽINE",Prodaja,Stanovanje,trisobno,1981,,89.8,219000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. MOSTE, POVŠETOVA OB ŠP KODELJEVO",Prodaja,Stanovanje,trisobno,1939,,70.4,179000.0,"Rodman MGM d.o.o., PE nepremičnine",ljubljana-mesto
"LJ. MOSTE, PREGLOV TRG",Prodaja,Stanovanje,štirisobno,1985,,66.91,179000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"LJ. MOSTE, PROLETARSKA",Prodaja,Stanovanje,dvosobno,1965,,56.9,158000.0,Rojal invest d.o.o.,ljubljana-mesto
"LJ. MOSTE, PROLETARSKA",Prodaja,Poslovni prostor,Pisarna,1963,,76.7,89500.0,3cvet d.o.o.,ljubljana-mesto
"LJ. MOSTE, SNEBERJE",Prodaja,Hiša,Dvojček,1975,296.0,104.4,230000.0,"Abstract nepremičnine, Igor Kerin s.p.",ljubljana-mesto
"LJ. MOSTE, SOSTRO",Prodaja,Hiša,Samostojna,1930,473.0,120.0,219000.0,Studio modul d.o.o.,ljubljana-mesto
"LJ. MOSTE, SOSTRO",Prodaja,Hiša,Samostojna,2001,970.0,340.0,790000.0,"CIMER, MAKSIMILJAN REMIC s.p.",ljubljana-mesto
"LJ. MOSTE, SOSTRO, DOBRUNJE",Prodaja,Hiša,Samostojna,1994,1511.0,227.0,445000.0,"Visa d.o.o., Ljubljana",ljubljana-mesto
"LJ. MOSTE, STELETOVA UL. 2",Prodaja,Poslovni prostor,Skladišče,1978,,23.0,800.0,Zasebna ponudba,ljubljana-mesto
